prioridad,tipo,columna,presentacion_key,valor,motivo,filas,en_alcance,ejemplo_producto,sugerencia_unidad,sugerencia_contenido
2096,presentacion,presentacion,89778. MAGIC MIXIES. MAGIC GENIE LAMP,89778. Magic Mixies. Magic Genie Lamp,sin_cantidad,20,False,Varios,,
2097,presentacion,presentacion,ART. 700015075. PINYPON. CODICE MAGICO. NIGHT LIGHT,Art. 700015075. Pinypon. Códice Mágico. Night Light,sin_cantidad,20,False,Muñecas Eléctricas,,
2098,presentacion,presentacion,F0086. FUTBOLCESTO,F0086. Futbolcesto,sin_cantidad,20,False,Juegos de Mesa,,
2099,presentacion,presentacion,GYR77. MINECRAFT. GUARDIA DEL PORTAL,Gyr77. Minecraft. Guardia del Portal,sin_cantidad,20,False,Varios,,
2100,presentacion,presentacion,HDL86. POKEMON. RUINAS DE LA JUNGLA,Hdl86. Pokémon. Ruinas de la Jungla,sin_cantidad,20,False,Juguetes Armables,,
2101,presentacion,presentacion,HPD81. DISNEY.PIXAR CARS. PLAYSET. ACCION EN LA COPA PISTON,Hpd81. Disney.pixar Cars. Playset. Acción en la Copa Pistón,sin_cantidad,20,False,Autopistas,,
2102,presentacion,presentacion,MOD. G222Z01008. CHOCLO COLOR BLANCO NO. 21,Mod. G222z01008. Choclo Color Blanco No. 21,sin_cantidad,20,False,Tenis,,
2103,presentacion,presentacion,DWJ68 O ASST. DYH16. BARBIE. Y SU PERRITO POPO,Dwj68 o Asst. Dyh16. Barbie. y Su Perrito Popó,sin_cantidad,19,False,Muñecas,,
2104,presentacion,presentacion,EMH 7613 DBS0A. FRENTE 30 PLGS. 6 QUEMADORES. ENCENDIDO ELECTRONICO. COLOR ACERO,Emh 7613 Dbs0a. Frente 30 Plgs. 6 Quemadores. Encendido Electrónico. Color Acero,sin_cantidad,19,False,Estufas,,
2105,presentacion,presentacion,F6213. PJ MASKS. POWER HEROES. SUPER GATO-MOVIL,F6213. Pj Masks. Power Heroes. Súper Gato-móvil,sin_cantidad,19,False,Motos y Carros Eléctricos,,
2106,presentacion,presentacion,HCF85. ENCHANTIMALS. CONEJOMOVIL,Hcf85. Enchantimals. Conejomóvil,sin_cantidad,19,False,Motos y Carros Mecánicos,,
2107,presentacion,presentacion,HNL37. BARBIE. LITTLE PEOPLE. COCHE DE PLAYA,Hnl37. Barbie. Little People. Coche de Playa,sin_cantidad,19,False,Motos y Carros Mecánicos,,
2108,presentacion,presentacion,MOD. G222Z01008. CHOCLO COLOR BLANCO NO. 23,Mod. G222z01008. Choclo Color Blanco No. 23,sin_cantidad,19,False,Tenis,,
2109,presentacion,presentacion,542766-EUCMM. L.O.L. SURPRISE! O.M.G. THE POWER PUFF GIRLS,542766-eucmm. L.o.l. Surprise! O.m.g. The Power Puff Girls,sin_cantidad,18,False,Muñecas,,
2110,presentacion,presentacion,643194 EUC. CREATIVE CHEFS. KIT DE HAMBUSRGUESAS CON QUESO Y PATATAS FRITAS,643194 Euc. Creative Chefs. Kit de Hambusrguesas con Queso y Patatas Fritas,sin_cantidad,18,False,Varios,,
2111,presentacion,presentacion,643293 EUC. CREATIVE CHEFS. KIT DE JUGO DE TE,643293 Euc. Creative Chefs. Kit de Jugo de Té,sin_cantidad,18,False,Varios,,
2112,presentacion,presentacion,86 QNED 73 ASA. 86 PLGS. QNED. PUERTO USB. SMART TV,86 Qned 73 Asa. 86 Plgs. Qned. Puerto USB. Smart TV.,sin_cantidad,18,False,Pantallas,,
2113,presentacion,presentacion,ASST. HHG51. BARBIE. MERMAID POWER. SIRENA BROOKLYN,Asst. Hhg51. Barbie. Mermaid Power. Sirena Brooklyn,sin_cantidad,18,False,Muñecas,,
2114,presentacion,presentacion,GJG16. PICTIONARY. AIR,Gjg16. Pictionary. Air,sin_cantidad,18,False,Juegos de Mesa,,
2115,presentacion,presentacion,GYV24. IMAGINEXT. DC SUPER FRIENDS. BATICUEVA BAT TECH,Gyv24. Imaginext. Dc Super Friends. Baticueva Bat Tech,sin_cantidad,18,False,Varios,,
2116,presentacion,presentacion,HLV97. DISNEY. PRINCESS. PRINCIPE ERIC,Hlv97. Disney. Princess. Príncipe Eric,sin_cantidad,18,False,Muñecos,,
2117,presentacion,presentacion,HMJ48. DISNEY. FROZEN. CARRITO DE HELADOS DE ELSA Y OLAF,Hmj48. Disney. Frozen. Carrito de Helados de Elsa y Olaf,sin_cantidad,18,False,Muñecas,,
2118,presentacion,presentacion,HPD21 O BLW15. LITTLE MOMMY. TIERNA COMO YO. DISFRAZ,Hpd21 o Blw15. Little Mommy. Tierna Como Yo. Disfraz,sin_cantidad,18,False,Muñecas,,
2119,presentacion,presentacion,HPX38. DISNEY. WISH. ROSAS CASTLE PLAYSET,Hpx38. Disney. Wish. Rosas Castle Playset,sin_cantidad,18,False,Varios,,
2120,presentacion,presentacion,JBL32. DISNEY PRINCESS. SET DE HISTORIAS DE LA SIRENITA,Jbl32. Disney Princess. Set de Historias de la Sirenita,sin_cantidad,18,False,Varios,,
2121,presentacion,presentacion,LIT HERO 4K. CHDHF-132-AT. FORMATO MICRO SD. PUERTO USB,Lit Hero 4k. Chdhf-132-at. Formato Micro Sd. Puerto USB,sin_cantidad,18,False,Videocámaras,,
2122,presentacion,presentacion,LP1225IVSM. 12000 BTU S. TIPO PORTATIL. DUAL INVERTER,Lp1225ivsm. 12000 Btu´s. Tipo Portátil. Dual Inverter,sin_cantidad,18,False,Aires Acondicionados,,
2123,presentacion,presentacion,PRIME. 3 UTENSILIOS,Prime. 3 Utensilios,sin_cantidad,18,False,Baterías de Cocina,,
2124,presentacion,presentacion,FWT21. GIMNASIO DE LUXE. PIANO PATADITAS MUSICALES,Fwt21. Gimnasio de Luxe. Piano Pataditas Musicales,sin_cantidad,17,False,Juguetes de Destreza,,
2125,presentacion,presentacion,GALAXY TAB S11. SM-X730. 11 PLGS. MEMORIA INTERNA 256 GB. MEMORIA RAM 12 GB,Galaxy Tab S11. Sm-x730. 11 Plgs. Memoria Interna 256 GB. Memoria RAM 12 GB.,sin_cantidad,17,False,Tablet,,
2126,presentacion,presentacion,GALAXY TAB S7 FE O SM-T733. 12.4 PLGS. MEMORIA INTERNA 64 GB. MEMORIA RAM 4 GB,Galaxy Tab S7 Fe o Sm-t733. 12.4 Plgs. Memoria Interna 64 Gb. Memoria Ram 4 Gb,sin_cantidad,17,False,Tablet,,
2127,presentacion,presentacion,MOD. G222Z01007. CHOCLO COLOR BLANCO NO. 27,Mod. G222z01007. Choclo Color Blanco No. 27,sin_cantidad,17,False,Tenis,,
2128,presentacion,presentacion,"S55H. BLUETOOTH, USB. POTENCIA 220 W. SONIDO 2.1","S55h. Bluetooth, USB. Potencia 220 W. Sonido 2.1",sin_cantidad,17,False,Barra de Sonido,,
2129,presentacion,presentacion,SONY PS4. EA SPORTS. MADDEN NFL 24,Sony Ps4. Ea Sports. Madden Nfl 24,sin_cantidad,17,False,Videojuegos,,
2130,presentacion,presentacion,6068258. MONSTER JAM. GRAVE DIGGER (ESCALA 1:15),6068258. Monster Jam. Grave Digger (escala 1:15),sin_cantidad,16,False,Motos y Carros Eléctricos,,
2131,presentacion,presentacion,639661 EUC. CREATIVE CHEFS. KIT PARA HELADO,639661 Euc. Creative Chefs. Kit para Helado,sin_cantidad,16,False,Varios,,
2132,presentacion,presentacion,ASST. HBH42. MY GARDEN BABY. MARIPOSA GATEA CONMIGO,Asst. Hbh42. My Garden Baby. Mariposa Gatea Conmigo,sin_cantidad,16,False,Muñecas Eléctricas,,
2133,presentacion,presentacion,F6927. PLAY-DOH. ESTACION DE CREATIVIDAD PLAY DOH,F6927. Play-doh. Estación de Creatividad Play Doh,sin_cantidad,16,False,Varios,,
2134,presentacion,presentacion,HNC59. HALO. TIROTEO EN LA COMPUERTA,Hnc59. Halo. Tiroteo en la Compuerta,sin_cantidad,16,False,Juguetes Armables,,
2135,presentacion,presentacion,HPK93. X-MEN 97 WOLVERINE,Hpk93. X-men 97 Wolverine,sin_cantidad,16,False,Muñecos Eléctricos,,
2136,presentacion,presentacion,HRJ20. BAT WHEELS. BAM EL BATMOBILE TRANSFORMABLE Y TELEDIRIGIDO,Hrj20. Bat Wheels. Bam el Batmobile Transformable y Teledirigido,sin_cantidad,16,False,Motos y Carros Eléctricos,,
2137,presentacion,presentacion,MOD. G222Z01008. CHOCLO COLOR BLANCO NO. 25,Mod. G222z01008. Choclo Color Blanco No. 25,sin_cantidad,16,False,Tenis,,
2138,presentacion,presentacion,NINTENDO SWITCH. MINECRAFT LEGENDS DE LUXE EDITION,Nintendo Switch. Minecraft Legends de Luxe Edition,sin_cantidad,16,False,Videojuegos,,
2139,presentacion,presentacion,6064644. AIR HOGS. SUPER SOFT. FLIPPING FRENZY,6064644. Air Hogs. Super Soft. Flipping Frenzy,sin_cantidad,15,False,Motos y Carros Eléctricos,,
2140,presentacion,presentacion,EWC121E. 12000 BTU S. TIPO MINISPLIT. INVERTER,Ewc121e. 12000 Btu´s. Tipo Minisplit. Inverter,sin_cantidad,15,False,Aires Acondicionados,,
2141,presentacion,presentacion,HJK47. RIE Y APRENDE. CENTRO DE DEPORTES. APRENDE CONMIGO,Hjk47. Ríe y Aprende. Centro de Deportes. Aprende Conmigo,sin_cantidad,15,False,Juguetes Educativos,,
2142,presentacion,presentacion,HLH22. ENCHANTIMALS. CITY TAILS. MAIN STREET. CLINICA DE CARLIN CAT,Hlh22. Enchantimals. City Tails. Main Street. Clinica de Carlin Cat,sin_cantidad,15,False,Varios,,
2143,presentacion,presentacion,ITEM: 16944. DISNEY. STITCH. HAWAIIAN,Item: 16944. Disney. Stitch. Hawaiian,sin_cantidad,15,False,Muñecos,,
2144,presentacion,presentacion,K-55S20M2. 55 PLGS. LED. PUERTO USB. SMART TV,K-55s20m2. 55 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,15,False,Pantallas,,
2145,presentacion,presentacion,MOD. ART EF0103 O EF0103. CHOCLO COLOR BLANCO CON FRANJAS NEGRAS NO. 23,Mod. Art Ef0103 o Ef0103. Choclo Color Blanco con Franjas Negras No. 23,sin_cantidad,15,False,Tenis,,
2146,presentacion,presentacion,MOD. ART EF0103 O EF0103. CHOCLO COLOR BLANCO CON FRANJAS NEGRAS NO. 25,Mod. Art Ef0103 o Ef0103. Choclo Color Blanco con Franjas Negras No. 25,sin_cantidad,15,False,Tenis,,
2147,presentacion,presentacion,VM182C9. 18000 BTU'S. TIPO MINISPLIT. DUAL COOL INVERTER,Vm182c9. 18000 Btu's. Tipo Minisplit. Dual Cool Inverter,sin_cantidad,15,False,Aires Acondicionados,,
2148,presentacion,presentacion,6064884. DC. BLACK ADAM. POWER PUNCH BLACK ADAM,6064884. Dc. Black Adam. Power Punch Black Adam,sin_cantidad,14,False,Muñecos Eléctricos,,
2149,presentacion,presentacion,643316 EUC. CREATIVE CHEFS. KIT DE CENA ITALIANA,643316 Euc. Creative Chefs. Kit de Cena Italiana,sin_cantidad,14,False,Varios,,
2150,presentacion,presentacion,AT122CK. 12000 BTU S. TIPO MINISPLIT,At122ck. 12000 Btu´s. Tipo Minisplit,sin_cantidad,14,False,Aires Acondicionados,,
2151,presentacion,presentacion,BASICS. 5 UTENSILIOS,Basics. 5 Utensilios,sin_cantidad,14,False,Baterías de Cocina,,
2152,presentacion,presentacion,F6903. PLAY-DOH. KITCHEN CREATION.SUPER RESTAURANTE,F6903. Play-doh. Kitchen Creation.súper Restaurante,sin_cantidad,14,False,Varios,,
2153,presentacion,presentacion,GWR34. BARBIE. BUILDING SETS. CASA MALIBU,Gwr34. Barbie. Building Sets. Casa Malibú,sin_cantidad,14,False,Juguetes Armables,,
2154,presentacion,presentacion,HKP97. BARBIE. CUTIE REVEAL SURTIDO DE FANTASIA DE ANIMALES DE LA SELVA,Hkp97. Barbie. Cutie Reveal Surtido de Fantasia de Animales de la Selva,sin_cantidad,14,False,Varios,,
2155,presentacion,presentacion,K-65XR80. 65 PLGS. LED. PUERTO USB. SMART TV,K-65xr80. 65 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,14,False,Pantallas,,
2156,correccion_texto,presentacion,,(?84wd). 1 Pza,sin_candidato_unico,14,False,Plato Trinche/extendido,,
2157,presentacion,presentacion,71083. DRAGONS. THE NINE REALMS. FEATHERS AND AL,71083. Dragons. The Nine Realms. Feathers And al,sin_cantidad,13,False,Varios,,
2158,presentacion,presentacion,71423. SUPER MARIO. BATALLA CONTRA BOWSITOS EN EL CASTILLO,71423. Súper Mario. Batalla Contra Bowsitos en el Castillo,sin_cantidad,13,False,Juguetes Armables,,
2159,presentacion,presentacion,ART. 700017360. NENUCO. ¿ESTAS BIEN TAPADITO?,Art. 700017360. Nenuco. ¿estás Bien Tapadito?,sin_cantidad,13,False,Muñecas Eléctricas,,
2160,presentacion,presentacion,F1711. PLAY-DOH. DIVERSION ESPACIAL,F1711. Play-doh. Diversión Espacial,sin_cantidad,13,False,Varios,,
2161,presentacion,presentacion,HDP63. HORNITO. MIS PASTELITOS,Hdp63. Hornito. Mis Pastelitos,sin_cantidad,13,False,Varios,,
2162,presentacion,presentacion,HHW83. BARBIE. EXPLORACION CON DELFINES,Hhw83. Barbie. Exploración con Delfines,sin_cantidad,13,False,Juguetes Armables,,
2163,presentacion,presentacion,HNF69. MONSTER HIGH. MONSTER BALL. CLAWDEEN WOLF,Hnf69. Monster High. Monster Ball. Clawdeen Wolf,sin_cantidad,13,False,Muñecas,,
2164,presentacion,presentacion,KDW-7005. USB Y BLUETOOTH. POTENCIA 15 W RMS,Kdw-7005. Usb y Bluetooth. Potencia 15 W Rms,sin_cantidad,13,False,Bocinas Portátiles,,
2165,presentacion,presentacion,X1520. LITTLE MOMMY. APRENDIENDO A IR AL BANO,X1520. Little Mommy. Aprendiendo a Ir al Bano,sin_cantidad,13,False,Muñecas Eléctricas,,
2166,correccion_texto,presentacion,,Art. 700017360. Nenuco. ¿estás Bien Tapadito?,sin_candidato_unico,13,False,Muñecas Eléctricas,,
2167,presentacion,presentacion,100QD7N. 100 PLGS. QLED. PUERTO USB. SMART TV,100qd7n. 100 Plgs. QLED. Puerto USB. Smart TV.,sin_cantidad,12,False,Pantallas,,
2168,presentacion,presentacion,15-DY2508LA. LAPTOP (GRIS). INTEL CORE I3/ WINDOWS 10. DISCO DURO 512 GB SSD/MEMORIA RAM 8 GB. 15 PLGS,15-dy2508la. Laptop (gris). Intel Core I3/ Windows 10. Disco Duro 512 Gb Ssd/memoria Ram 8 Gb. 15 Plgs.,sin_cantidad,12,False,Computadoras Portátiles,,
2169,presentacion,presentacion,6060442. PAW PATROL. PAW PATROLLER,6060442. Paw Patrol. Paw Patroller,sin_cantidad,12,False,Motos y Carros Eléctricos,,
2170,presentacion,presentacion,ART. 700016670. NENUCO. ¿UN ERUCTITO?,Art. 700016670. Nenuco. ¿un Eructito?,sin_cantidad,12,False,Muñecas Eléctricas,,
2171,presentacion,presentacion,C.B. 10638. DIVERTILANDIA,C.b. 10638. Divertilandia,sin_cantidad,12,False,Juegos de Mesa,,
2172,presentacion,presentacion,F2101. PJ MASKS. CUARTEL GENERAL DELUXE,F2101. Pj Masks. Cuartel General Deluxe,sin_cantidad,12,False,Varios,,
2173,presentacion,presentacion,F4985 ASST. MARVEL. SPIDER-MAN. SPIDERMAN VS VENOM,F4985 Asst. Marvel. Spider-man. Spiderman Vs Venom,sin_cantidad,12,False,Muñecos,,
2174,presentacion,presentacion,F5202. PJ MASKS. ATAQUE FELINO,F5202. Pj Masks. Ataque Felino,sin_cantidad,12,False,Varios,,
2175,presentacion,presentacion,GTN 69. LITTLE MOMMY. TIERNA COMO YO,Gtn 69. Little Mommy. Tierna Como Yo,sin_cantidad,12,False,Muñecas,,
2176,presentacion,presentacion,HHK63. MONSTER HIGH. GHOUL MOVILE,Hhk63. Monster High. Ghoul Movile,sin_cantidad,12,False,Motos y Carros Mecánicos,,
2177,presentacion,presentacion,NN-ST965S. 2.2 PIES CUBICOS. COLOR NEGRO/ACERO,Nn-st965s. 2.2 Pies Cúbicos. Color Negro/acero,sin_cantidad,12,False,Horno de Microondas,,
2178,correccion_texto,presentacion,,Art. 700016670. Nenuco. ¿un Eructito?,sin_candidato_unico,12,False,Muñecas Eléctricas,,
2179,presentacion,presentacion,#6068572/#20144717. GABBY S DOLLHOUSE.CRUCERO DE GABBY,#6068572/#20144717. Gabby´s Dollhouse.crucero de Gabby,sin_cantidad,11,False,Varios,,
2180,presentacion,presentacion,71408. SUPER MARIO. CASTILLO DE PEACH,71408. Súper Mario. Castillo de Peach,sin_cantidad,11,False,Juguetes Armables,,
2181,presentacion,presentacion,ASST. HHG51. BARBIE. MERMAID POWER. SIRENA MALIBU,Asst. Hhg51. Barbie. Mermaid Power. Sirena Malibú,sin_cantidad,11,False,Muñecas,,
2182,presentacion,presentacion,HB506. 20 PGLS. PISO. 3 VELOCIDADES,Hb506. 20 Pgls. Piso. 3 Velocidades,sin_cantidad,11,False,Ventiladores,,
2183,presentacion,presentacion,HXV22. JUEGO DE CAFETERIA DE MADERA,Hxv22. Juego de Cafetería de Madera,sin_cantidad,11,False,Juguetes Educativos,,
2184,presentacion,presentacion,MOD. 9001. CHOCLO BLANCO NO. 15,Mod. 9001. Choclo Blanco No. 15,sin_cantidad,11,False,Tenis,,
2185,presentacion,presentacion,MOD. 9001. CHOCLO BLANCO NO. 17,Mod. 9001. Choclo Blanco No. 17,sin_cantidad,11,False,Tenis,,
2186,presentacion,presentacion,RJ31-SS-T-25-MX,Rj31-ss-t-25-mx,sin_cantidad,11,False,Tostadores de Pan,,
2187,presentacion,presentacion,VM122H9. 12000 BTU'S. TIPO MINISPLIT. DUAL INVERTER,Vm122h9. 12000 Btu's. Tipo Minisplit. Dual Inverter,sin_cantidad,11,False,Aires Acondicionados,,
2188,presentacion,presentacion,F6363. NERF. ELITE 2.0 DOUBLE PUNCH,F6363. Nerf. Elite 2.0 Double Punch,sin_cantidad,10,False,Varios,,
2189,presentacion,presentacion,HPN79. BARBIE. BOTE DE LOS SUENOS MALIBU,Hpn79. Barbie. Bote de los Sueños Malibú,sin_cantidad,10,False,Juguetes Armables,,
2190,presentacion,presentacion,K-65S20M2. 65 PLGS. LED. PUERTO USB. SMART TV,K-65s20m2. 65 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,10,False,Pantallas,,
2191,presentacion,presentacion,MOD. 9001. CHOCLO BLANCO NO. 19,Mod. 9001. Choclo Blanco No. 19,sin_cantidad,10,False,Tenis,,
2192,presentacion,presentacion,MOD. EF 0211. CHOCLO COLOR BLANCO CON VIVOS ROSA NO. 23,Mod. Ef 0211. Choclo Color Blanco con Vivos Rosa No. 23,sin_cantidad,10,False,Tenis,,
2193,presentacion,presentacion,OLED 48 C5 PSA. 48 PLGS. OLED. PUERTO USB. SMART TV,OLED 48 C5 Psa. 48 Plgs. OLED. Puerto USB. Smart TV.,sin_cantidad,10,False,Pantallas,,
2194,presentacion,presentacion,XBOX SERIES X. NBA 2K 24. EDICION KOBE BRAYANT,Xbox Series X. Nba 2k 24. Edición Kobe Brayant,sin_cantidad,10,False,Videojuegos,,
2195,presentacion,presentacion,100 QNED 86 AS. 100 PLGS. QNED. PUERTO USB. SMART TV,100 Qned 86 As. 100 Plgs. Qned. Puerto USB. Smart TV.,sin_cantidad,9,False,Pantallas,,
2196,presentacion,presentacion,171399. DISNEY. FANTASIA. APRENDIZ DE MAGO,171399. Disney. Fantasia. Aprendiz de Mago,sin_cantidad,9,False,Muñecos,,
2197,presentacion,presentacion,6062103. PAW PATROL. CASTILLO HQ,6062103. Paw Patrol. Castillo Hq,sin_cantidad,9,False,Varios,,
2198,presentacion,presentacion,71793. NINJAGO. DRAGON DE LAVA TRANSFORMABLE DE HEATWAVE,71793. Ninjago. Dragón de Lava Transformable de Heatwave,sin_cantidad,9,False,Juguetes Armables,,
2199,presentacion,presentacion,E 1363. MARVEL ESTUDIOS. BLACK PANTHER,E 1363. Marvel Estudios. Black Panther,sin_cantidad,9,False,Muñecos,,
2200,presentacion,presentacion,HHD19. HOT WHEELS. MONSTER TRUCKS. CAMION DE CARRERAS,Hhd19. Hot Wheels. Monster Trucks. Camión de Carreras,sin_cantidad,9,False,Juguetes Armables,,
2201,presentacion,presentacion,HNF68. MONSTER HIGH. MONSTER BALL. DRACULAURA,Hnf68. Monster High. Monster Ball. Draculaura,sin_cantidad,9,False,Muñecas,,
2202,presentacion,presentacion,HPV38. GUARDIANS OF THE GALAXI. VOLUME 3. PELUCHE DE ROCKET,Hpv38. Guardians Of The Galaxi. Volume 3. Peluche de Rocket,sin_cantidad,9,False,Muñecos Eléctricos,,
2203,presentacion,presentacion,JFM37. MINECRAFT. MOVIE. PAQUETE DE BATALLA DEL MUNDO PRINCIPAL,Jfm37. Minecraft. Movie. Paquete de Batalla del Mundo Principal,sin_cantidad,9,False,Varios,,
2204,presentacion,presentacion,K-75XR50. 75 PLGS. LED. PUERTO USB. SMART TV,K-75xr50. 75 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,9,False,Pantallas,,
2205,presentacion,presentacion,MOD. 9002. CHOCLO BLANCO NO. 15,Mod. 9002. Choclo Blanco No. 15,sin_cantidad,9,False,Tenis,,
2206,presentacion,presentacion,MOD. 9002. CHOCLO BLANCO NO. 17,Mod. 9002. Choclo Blanco No. 17,sin_cantidad,9,False,Tenis,,
2207,presentacion,presentacion,MOD. 9002. CHOCLO BLANCO NO. 19,Mod. 9002. Choclo Blanco No. 19,sin_cantidad,9,False,Tenis,,
2208,presentacion,presentacion,NINTENDO SWITCH. MARIO PARTY SUPERSTARS,Nintendo Switch. Mario Party Superstars,sin_cantidad,9,False,Videojuegos,,
2209,presentacion,presentacion,SONY PS5. EA SPORTS. F1 23,Sony Ps5. Ea Sports. F1 23,sin_cantidad,9,False,Videojuegos,,
2210,presentacion,presentacion,14-EP1000LA. LAPTOP (GRIS). INTEL CORE ULTRA 5/WINDOWS 11. DISCO DURO 512 GB SSD/MEMORIA RAM 16 GB. 14 PLGS,14-ep1000la. Laptop (gris). Intel Core Ultra 5/windows 11. Disco Duro 512 GB SSD/memoria RAM 16 GB. 14 Plgs.,sin_cantidad,8,False,Computadoras Portátiles,,
2211,presentacion,presentacion,2258. MINI QUAD. CONSTRUCTOR,2258. Mini Quad. Constructor,sin_cantidad,8,False,Juguetes Montables Eléctricos,,
2212,presentacion,presentacion,F3557. PEPPA PIG. PEPPA VIAJA EN AVION,F3557. Peppa Pig. Peppa Viaja en Avión,sin_cantidad,8,False,Varios,,
2213,presentacion,presentacion,F4985 ASST. MARVEL. SPIDER-MAN. MILES MORALES VS CARNAGE,F4985 Asst. Marvel. Spider-man. Miles Morales Vs Carnage,sin_cantidad,8,False,Muñecos,,
2214,presentacion,presentacion,MOD. 1140. BEBES LLORONES. DRESSY KRISTAL,Mod. 1140. Bebés Llorones. Dressy Kristal,sin_cantidad,8,False,Muñecas Eléctricas,,
2215,presentacion,presentacion,PAQUETE O SUELTO KG,Paquete o Suelto Kg.,sin_cantidad,8,False,Pescado Seco Salado,,
2216,presentacion,presentacion,XBOX SERIES X. XBOX ONE. EA SPORTS. F1 23,Xbox Series X. Xbox One. Ea Sports. F1 23,sin_cantidad,8,False,Videojuegos,,
2217,presentacion,presentacion,#6066190/#20140429. DC. AQUAMAN. SINNING TRIDEN,#6066190/#20140429. Dc. Aquaman. Sinning Triden,sin_cantidad,7,False,Varios,,
2218,presentacion,presentacion,#6073986. SHERED N BLAST SK8BOARD,#6073986. Shered N´blast Sk8board,sin_cantidad,7,False,Varios,,
2219,presentacion,presentacion,0280808. PATIN/SCOOTER. SPIDER-MAN. BORN HERO,0280808. Patin/scooter. Spider-man. Born Hero,sin_cantidad,7,False,Juguetes Montables,,
2220,presentacion,presentacion,6065138. DC. BATMAN (MULTICOLOR),6065138. Dc. Batman (multicolor),sin_cantidad,7,False,Muñecos,,
2221,presentacion,presentacion,6065348. MONSTER JAM. RAMP CHAMP. GRAVE DIGGER,6065348. Monster Jam. Ramp Champ. Grave Digger,sin_cantidad,7,False,Motos y Carros Eléctricos,,
2222,presentacion,presentacion,F2560. NERF SUPER SOAKER. FORNITE HG,F2560. Nerf Super Soaker. Fornite Hg,sin_cantidad,7,False,Varios,,
2223,presentacion,presentacion,HJM23. I AM GROOT. GROOT BAILARIN,Hjm23. I Am Groot. Groot Bailarin,sin_cantidad,7,False,Muñecos Eléctricos,,
2224,presentacion,presentacion,IDEAPAD SLIM 3. 15ARP10. 83K700AXLM. LAPTOP (AZUL). AMD RYZEN 7/WINDOWS 11. DISCO DURO 1 TB SSD/MEMORIA RAM 16 GB. 15.3 PLGS,Ideapad Slim 3. 15arp10. 83k700axlm. Laptop (azul). Amd Ryzen 7/windows 11. Disco Duro 1 TB SSD/memoria RAM 16 GB. 15.3 Plgs.,sin_cantidad,7,False,Computadoras Portátiles,,
2225,presentacion,presentacion,JGY08. TABLERO DE MADERA PARA LEVANTAR Y REVELAR,Jgy08. Tablero de Madera para Levantar y Revelar,sin_cantidad,7,False,Juguetes Educativos,,
2226,presentacion,presentacion,MOD. ART EF0103 O EF0103. CHOCLO COLOR BLANCO CON FRANJAS NEGRAS NO. 27,Mod. Art Ef0103 o Ef0103. Choclo Color Blanco con Franjas Negras No. 27,sin_cantidad,7,False,Tenis,,
2227,presentacion,presentacion,#6072587. HOW TO TRAIN YOUR DRAGON. GRONCKLE + FISHLEGS,#6072587. How To Train Your Dragon. Gronckle + Fishlegs,sin_cantidad,6,False,Varios,,
2228,presentacion,presentacion,15-FC0043LA. LAPTOP (GRIS). AMD RYZEN 3/ WINDOWS 11. DISCO DURO 512 GB SSD/MEMORIA RAM 8GB. 15.6 PLGS,15-fc0043la. Laptop (gris). Amd Ryzen 3/ Windows 11. Disco Duro 512 GB SSD/memoria RAM 8gb. 15.6 Plgs.,sin_cantidad,6,False,Computadoras Portátiles,,
2229,presentacion,presentacion,30146 FO00. PELUSINES. CUTIE CUTS,30146 Fo00. Pelusines. Cutie Cuts,sin_cantidad,6,False,Varios,,
2230,presentacion,presentacion,6061806. PAW PATROL THE MOVIE. R/C CHASE MOTORCYCLE,6061806. Paw Patrol The Movie. R/c Chase Motorcycle,sin_cantidad,6,False,Motos y Carros Eléctricos,,
2231,presentacion,presentacion,71795. NINJAGO. NUCLEOS DE ENERGIA DEL TEMPLO DEL DRAGON,71795. Ninjago. Núcleos de Energía del Templo del Dragón,sin_cantidad,6,False,Juguetes Armables,,
